sn,cor,rt
2,1.0,0.23766233374787102
2,1.0,0.195129808366661
2,1.0,0.23803174628953683
2,1.0,0.38222906032020276
2,1.0,0.07666103568548557
2,1.0,0.11704326475605686
2,1.0,0.21953576711640427
2,1.0,0.07797014788426837
2,1.0,0.16528105290828235
2,1.0,0.06679794234444025
2,1.0,0.23437442874417022
2,1.0,0.32890819967512275
2,1.0,0.09911753764289413
2,1.0,0.10694513058061747
2,1.0,0.45286751393498365
2,1.0,0.21448881354706015
2,1.0,0.19883981983675564
2,1.0,
2,1.0,0.060588345111482256
2,1.0,0.34210798241707496
2,1.0,0.35928371542505744
2,1.0,0.3127894133097046
2,1.0,0.15821982016651895
2,0.0,0.0077097449054724515
2,1.0,0.16876859896802604
2,1.0,0.3502923900379848
2,1.0,0.13811980201934876
2,1.0,0.2214792861377536
2,1.0,0.24202460008143806
2,1.0,0.2813148397668927
2,1.0,0.13060120997080205
2,1.0,0.031103455975146084
2,1.0,0.12118395339761052
2,1.0,0.05491628501919761
2,1.0,0.2134621321610905
2,1.0,0.055306875425655724
2,1.0,0.05060446812902272
2,1.0,0.06541480699794039
2,1.0,0.09770659510996797
2,1.0,0.3941477723773354
2,1.0,0.04302104297092543
2,1.0,0.11755844318749342
2,1.0,0.14660033778447523
2,1.0,0.2793750503772616
2,1.0,0.1895518948697469
2,1.0,0.21855840138276633
2,1.0,0.287677627959096
2,0.0,0.2856170527697032
2,1.0,0.08925370176294162
2,1.0,0.024886325002388646
2,1.0,0.09655140007325125
2,1.0,
2,1.0,0.21585478028807484
2,1.0,0.3404506392037525
2,1.0,0.22684957689843122
2,1.0,0.31093419677954376
2,0.0,0.08606585470897991
2,1.0,0.12401663299927707
2,1.0,0.16027505165845446
2,1.0,0.3187455997785841
2,1.0,0.16925996670224094
2,1.0,0.09824836657482505
2,1.0,0.030058733988822653
2,1.0,0.2179838255379252
2,1.0,0.0733370552005458
2,1.0,0.25028872873058733
2,1.0,0.31666760869652766
2,1.0,0.1535555196547654
2,1.0,0.30738559368364504
2,1.0,0.09605305427266521
2,1.0,0.2531907340516685
2,1.0,0.4398505960062028
2,1.0,0.28030584337088454
2,1.0,0.17471345415393777
2,1.0,0.2786109979878628
2,1.0,0.03782742120811351
2,1.0,0.021392740475276367
2,1.0,0.013438831636187476
2,1.0,0.27986175074688474
2,1.0,0.2808679281021597
2,1.0,0.08942374982454512
2,1.0,0.25179201593430056
2,1.0,0.22123746718669896
2,1.0,1.8735404479725657
2,1.0,0.35921062550169136
2,1.0,
2,1.0,0.32752621682588445
2,1.0,0.33524184839867466
2,1.0,0.038775397023184194
2,1.0,0.37684811666207135
2,1.0,0.1703001189905477
2,1.0,0.23923594469998344
2,1.0,0.24056049311349306
2,1.0,0.050787453558205436
2,1.0,0.17600183559110297
2,1.0,0.3494522231556038
2,1.0,0.0963533045085796
2,1.0,1.014329587292419
2,1.0,0.3918237121882403
2,1.0,0.12699836541777115
2,1.0,0.2372352583223546
2,1.0,0.18269457192795663
2,0.0,0.19581633974351143
2,1.0,0.04398529984890484
2,1.0,0.11218659216764987
2,1.0,0.1749867017143357
2,1.0,0.9569633122135316
2,0.0,1.4954167179362619
2,1.0,0.4934339582135065
2,1.0,4.506529251076736
2,1.0,1.2792955801165524
2,1.0,0.2820430306148942
2,1.0,0.39127271597752167
2,1.0,0.2584244326189342
2,1.0,0.29720723763879187
2,1.0,0.12455505415884782
2,1.0,0.04291589164082693
2,1.0,0.21257760541677617
2,1.0,0.0205304470119759
2,1.0,0.17614366571691853
2,1.0,0.4395430804880154
2,1.0,0.3679008112447428
2,0.0,0.09637730450392118
2,1.0,0.20814369589780451
2,1.0,0.29773375364847615
2,1.0,0.3428196087114282
2,1.0,0.12114551234480542
2,1.0,0.337315226904588
2,1.0,0.4160001222097388
2,1.0,0.3336366952906422
2,1.0,0.27867374003449286
2,1.0,0.2311756296756796
2,1.0,0.14837198559350837
2,1.0,0.35466047327215666
2,1.0,0.23266122671778522
2,1.0,0.2778159670809518
2,1.0,0.18913246691480767
2,1.0,0.37040818124823016
2,1.0,0.27251024702877175
2,1.0,0.16079568547008463
2,1.0,0.1587965272947022
2,1.0,0.0821899099066914
2,1.0,0.3336777191017761
2,1.0,0.055505391517072566
2,1.0,0.19144112898504262
2,1.0,0.004521495155176691
2,1.0,1.0122505975688412
2,1.0,0.34625929249455106
2,1.0,0.35729406424762183
2,1.0,0.5410518699617595
2,1.0,0.12069445016519238
2,1.0,0.45406675840145716
2,1.0,0.3815276613143655
2,1.0,0.1044409230881612
2,1.0,0.6663671093686632
2,1.0,0.358364702907659
2,1.0,0.43581191212706594
2,1.0,0.21064996493318444
2,1.0,0.21267034643556432
2,1.0,0.4898612883728459
2,1.0,0.22017011263014713
2,1.0,0.2584538138072585
2,1.0,0.06333613042374181
2,1.0,
2,1.0,0.1578391677579012
2,1.0,0.0928153102555134
2,1.0,0.15770868745708622
2,1.0,0.00024388509723037577
2,1.0,0.21887608301865255
2,1.0,0.34622068108096893
2,1.0,0.21545082381778702
2,1.0,0.2797480007489172
2,1.0,0.35316865950993415
2,1.0,0.0754965978958694
2,1.0,0.8412990168738911
2,1.0,0.900862059626568
2,1.0,0.19589732925754463
2,1.0,0.2036534568461783
2,1.0,0.2950810893294163
2,1.0,0.17830914598188807
2,1.0,0.45772577827704497
2,1.0,0.08662128263633212
2,1.0,
2,1.0,0.33067666523403305
2,1.0,0.24029347071109688
2,1.0,0.2257776915236135
2,1.0,0.2515817751744748
2,1.0,0.215395044524689
2,1.0,0.3170126207480379
2,1.0,0.17108646638448816
2,1.0,0.1740916162830753
2,1.0,0.1904566972184064
2,1.0,0.42407148082943086
2,1.0,0.18233555907286128
2,1.0,0.4921708588282219
2,1.0,0.30079810951448105
2,1.0,0.30885999393103253
2,1.0,0.2806478999123742
2,1.0,0.6179715066004989
2,1.0,0.3067745669662942
2,1.0,0.36230242028607523
2,1.0,0.5769584385295325
2,1.0,0.16895238127968315
2,1.0,0.2137777376891375
2,1.0,0.0635730412919302
2,1.0,1.8467748652022067
2,1.0,0.3656129009698925
2,1.0,0.24964839780330117
2,1.0,0.35464241555630194
2,1.0,0.3709773372648624
2,1.0,0.14992398061362205
2,1.0,0.2624659221412221
2,1.0,0.2237710023716429
2,1.0,0.09942793980730165
